"ensembl_gene_id","start_position","chromosome_name","startTAD","endTAD"
"ENSMUSG00000100658",132342023,"1",131900000,132985000
"ENSMUSG00000080870",146754707,"2",146432500,147150000
"ENSMUSG00000111837",122682742,"9",121840000,123050000
"ENSMUSG00000101483",80445932,"1",79962500,80695000
"ENSMUSG00000087618",146828327,"2",146432500,147150000
"ENSMUSG00000083474",152043049,"X",151835000,152850000
"ENSMUSG00000110100",80449597,"1",79962500,80695000
"ENSMUSG00000023350",33064143,"17",32645000,33875000
"ENSMUSG00000040258",127525473,"10",127060000,128350000
"ENSMUSG00000041133",152016428,"X",151835000,152850000
"ENSMUSG00000079247",83990553,"2",83755000,84427500
"ENSMUSG00000084359",84034243,"2",83760000,84420000
"ENSMUSG00000107154",151281123,"5",150425000,152475000
"ENSMUSG00000067847",156144039,"2",155960000,156595000
"ENSMUSG00000111577",122687068,"9",121840000,123050000
"ENSMUSG00000045259",171358446,"1",169860000,171500000
"ENSMUSG00000020246",82696160,"10",82100000,83245000
"ENSMUSG00000111068",122686799,"9",121840000,123050000
"ENSMUSG00000081980",84144890,"2",83777500,84415000
"ENSMUSG00000016128",151037510,"5",150437500,151675000
"ENSMUSG00000084198",84317339,"2",83865000,84680000
"ENSMUSG00000055540",59653483,"16",59407500,60675000
"ENSMUSG00000117832",44821133,"18",43980000,44900000
"ENSMUSG00000047714",31251537,"16",30550000,31420000
"ENSMUSG00000108290",129522562,"6",128605000,130205000
"ENSMUSG00000107325",44821769,"18",43980000,44900000
"ENSMUSG00000111441",122715203,"9",121865000,123030000
"ENSMUSG00000074749",146855864,"2",146432500,147150000
"ENSMUSG00000040048",24722060,"17",24575000,25825000
"ENSMUSG00000051998",133679091,"1",133200000,134005000
"ENSMUSG00000027222",92374676,"2",92112500,92670000
"ENSMUSG00000103864",124424697,"5",123512500,124652500
"ENSMUSG00000102929",171354126,"1",169860000,171500000
"ENSMUSG00000066043",132355923,"4",131975000,132530000
"ENSMUSG00000023968",46428926,"17",46190000,46895000
"ENSMUSG00000089824",156091958,"2",155835000,156495000
"ENSMUSG00000105912",54349991,"5",54125000,54770000
"ENSMUSG00000046447",138454314,"4",138275000,139030000
"ENSMUSG00000116016",111439229,"13",111110000,112195000
"ENSMUSG00000020038",85131700,"10",84615000,85220000
"ENSMUSG00000112150",77236065,"12",76875000,77912500
"ENSMUSG00000085634",111522350,"13",111300000,112200000
"ENSMUSG00000026826",57106830,"2",56050000,57800000
"ENSMUSG00000116309",92933889,"15",92175000,93150000
"ENSMUSG00000108551",122995348,"7",122037500,123477500
"ENSMUSG00000032745",111425680,"13",111025000,112190000
"ENSMUSG00000030779",122965686,"7",122025000,123250000
"ENSMUSG00000033596",111270944,"8",110120000,112025000
"ENSMUSG00000089685",60604766,"16",59787500,62730000
"ENSMUSG00000110187",88560033,"8",88195000,89082500
"ENSMUSG00000084971",143533965,"6",143195000,144950000
"ENSMUSG00000031661",88521354,"8",88195000,89082500
"ENSMUSG00000034484",53176316,"18",52700000,53825000
"ENSMUSG00000086887",143593353,"6",143195000,144950000
"ENSMUSG00000086656",136102604,"5",135850000,136340000
"ENSMUSG00000028356",63143275,"4",62975000,63570000
"ENSMUSG00000022722",59612949,"16",59410000,59720000
"ENSMUSG00000018169",78755882,"15",78600000,78950000
"ENSMUSG00000044456",102283048,"12",101840000,102425000
"ENSMUSG00000034324",127241808,"5",1.26e+08,128215000
"ENSMUSG00000116183",102308621,"15",102025000,102610000
"ENSMUSG00000081046",98664366,"4",97600000,98870000
"ENSMUSG00000058290",102296266,"15",101955000,102580000
"ENSMUSG00000026203",75236406,"1",74780000,75580000
"ENSMUSG00000085124",34438137,"7",34130000,35125000
"ENSMUSG00000027304",119675068,"2",119295000,120185000
"ENSMUSG00000038637",141194157,"7",140980000,142420000
"ENSMUSG00000081863",34495421,"7",34130000,35150000
"ENSMUSG00000089914",20356452,"1",19125000,20550000
"ENSMUSG00000075169",86920949,"2",86435000,87980000
"ENSMUSG00000043760",20057779,"1",19125000,20550000
"ENSMUSG00000036961",44493472,"19",43965000,44987500
"ENSMUSG00000067424",33089310,"17",32645000,33875000
"ENSMUSG00000026258",87470271,"1",87235000,88150000
"ENSMUSG00000027433",147012996,"2",146425000,147175000
"ENSMUSG00000085418",119825204,"10",119425000,120217500
"ENSMUSG00000045318",35278319,"5",35010000,35550000
"ENSMUSG00000111322",86941077,"2",86435000,87980000
"ENSMUSG00000110598",95468646,"8",95050000,95920000
"ENSMUSG00000102706",6382634,"1",6260000,7210000
"ENSMUSG00000026739",18677018,"2",17437500,19337500
"ENSMUSG00000087247",6359218,"1",6250000,7205000
"ENSMUSG00000040434",92365046,"2",92112500,92670000
"ENSMUSG00000002930",56017497,"6",55225000,56650000
"ENSMUSG00000086631",34544472,"7",34145000,35162500
"ENSMUSG00000029269",87513339,"5",86975000,88410000
"ENSMUSG00000112555",119600363,"10",119157500,120087500
"ENSMUSG00000074643",156071842,"2",155835000,156495000
"ENSMUSG00000085454",119429367,"10",119125000,119695000
"ENSMUSG00000071858",43777196,"18",42762500,44837500
"ENSMUSG00000104971",127309017,"5",1.26e+08,127965000
"ENSMUSG00000000215",142678656,"7",141900000,142860000
"ENSMUSG00000108723",34636996,"7",34145000,35162500
"ENSMUSG00000103355",6380394,"1",6260000,7210000
"ENSMUSG00000087104",127256858,"5",1.26e+08,127965000
"ENSMUSG00000002076",31944769,"17",31650000,32412500
"ENSMUSG00000041353",150397773,"X",149605000,151322500
"ENSMUSG00000115070",38990234,"15",38620000,39220000
"ENSMUSG00000083813",137896752,"5",137687500,138202500
"ENSMUSG00000029727",137892932,"5",137687500,138202500
"ENSMUSG00000022297",39006034,"15",38620000,39230000
"ENSMUSG00000037366",134396320,"4",133990000,134510000
"ENSMUSG00000090141",101261376,"X",100750000,102075000
"ENSMUSG00000048602",33113351,"17",32575000,33900000
"ENSMUSG00000026670",170141938,"1",169620000,171390000
"ENSMUSG00000109248",83800422,"7",83007500,84137500
"ENSMUSG00000027091",83644435,"2",83450000,84280000
"ENSMUSG00000109450",83814707,"7",83007500,84137500
"ENSMUSG00000111752",85220942,"10",85025000,85825000
"ENSMUSG00000104269",147089037,"1",146230000,149012500
"ENSMUSG00000108416",27433136,"7",27145000,27950000
"ENSMUSG00000031304",101264378,"X",100750000,102075000
"ENSMUSG00000116759",71211830,"16",70730000,72200000
"ENSMUSG00000089832",27342133,"7",27125000,27940000
"ENSMUSG00000023232",130253495,"4",129635000,130320000
"ENSMUSG00000102134",147280758,"1",146232500,149020000
"ENSMUSG00000094182",39058851,"9",37887500,39465000
"ENSMUSG00000029033",155891822,"4",153975000,156325000
"ENSMUSG00000116982",71249884,"16",71200000,72220000
"ENSMUSG00000094985",122747346,"9",121900000,123050000
"ENSMUSG00000108452",122969058,"7",122025000,123250000
"ENSMUSG00000111684",39074102,"9",37887500,39465000
"ENSMUSG00000100380",147503868,"1",146250000,148852500
"ENSMUSG00000111686",54824661,"9",54580000,55250000
"ENSMUSG00000027995",83836272,"3",83600000,84125000
"ENSMUSG00000047014",101404653,"12",101275000,101947500
"ENSMUSG00000107011",151063546,"5",150425000,151675000
"ENSMUSG00000097875",39003285,"15",38620000,39230000
"ENSMUSG00000106529",54569905,"5",54145000,57150000
"ENSMUSG00000107387",151252305,"5",150477500,152105000
"ENSMUSG00000116242",92968815,"15",92175000,93162500
"ENSMUSG00000116894",59636945,"16",59405000,60225000
"ENSMUSG00000025977",55248658,"1",55200000,55875000
"ENSMUSG00000112040",96662314,"12",95770000,97120000
"ENSMUSG00000091972",26503656,"16",25957500,27262500
"ENSMUSG00000087636",60397920,"16",59665000,60565000
"ENSMUSG00000043483",96922423,"12",95752500,97125000
"ENSMUSG00000021456",62836877,"13",62450000,62970000
"ENSMUSG00000112635",97098706,"12",95800000,98215000
"ENSMUSG00000048501",39077698,"9",37887500,39465000
"ENSMUSG00000092463",101261405,"X",100750000,102075000
"ENSMUSG00000111781",39084499,"9",37887500,39465000
"ENSMUSG00000041360",27388698,"19",26685000,27435000
"ENSMUSG00000050490",85313488,"10",85147500,85860000
"ENSMUSG00000106762",35361541,"5",35012500,35547500
"ENSMUSG00000109770",93001824,"15",92175000,93202500
"ENSMUSG00000075168",86955126,"2",86435000,87980000
"ENSMUSG00000115921",93089230,"15",92255000,93250000
"ENSMUSG00000028386",59905126,"4",59050000,60080000
"ENSMUSG00000094891",33168447,"17",32700000,33940000
"ENSMUSG00000112598",97312849,"12",97012500,98220000
"ENSMUSG00000033952",139454772,"1",139165000,139962500
"ENSMUSG00000082974",150431503,"X",150100000,151742500
"ENSMUSG00000112590",97564149,"12",9.7e+07,98227500
"ENSMUSG00000118240",53221392,"18",52700000,53825000
"ENSMUSG00000027997",129901425,"3",129745000,130400000
"ENSMUSG00000116124",93134911,"15",92265000,93260000
"ENSMUSG00000055944",35379152,"5",35047500,35550000
"ENSMUSG00000113746",82168850,"12",82020000,82912500
"ENSMUSG00000118056",38023529,"18",37920000,38220000
"ENSMUSG00000097989",93196595,"15",92315000,93325000
"ENSMUSG00000070875",86976029,"2",86435000,87980000
"ENSMUSG00000067438",35389108,"5",35047500,35550000
"ENSMUSG00000070394",69838514,"11",69465000,70700000
"ENSMUSG00000103727",171362862,"1",169860000,171500000
"ENSMUSG00000113469",64703158,"13",64320000,65395000
"ENSMUSG00000110897",39096967,"9",37887500,39465000
"ENSMUSG00000116617",31284424,"16",30550000,31420000
"ENSMUSG00000116297",31292530,"16",30550000,31420000
"ENSMUSG00000111018",39104049,"9",37825000,39470000
"ENSMUSG00000072889",72513301,"5",72175000,72850000
"ENSMUSG00000046207",68503019,"11",67930000,68800000
"ENSMUSG00000075167",86986291,"2",86435000,87980000
"ENSMUSG00000104095",20062070,"1",19125000,20550000
"ENSMUSG00000106970",35396098,"5",35047500,35550000
"ENSMUSG00000103608",35390673,"5",35047500,35550000
"ENSMUSG00000064215",103434211,"12",103175000,103700000
"ENSMUSG00000117902",43840096,"18",43140000,44690000
"ENSMUSG00000029182",30466047,"5",30100000,30985000
"ENSMUSG00000090142",20444258,"1",19125000,20550000
"ENSMUSG00000118043",43871335,"18",43140000,44690000
"ENSMUSG00000109163",83864590,"7",83045000,84225000
"ENSMUSG00000054206",79689020,"10",79565000,80182500
"ENSMUSG00000109552",83866777,"7",83045000,84225000
"ENSMUSG00000074715",119623819,"13",119175000,120275000
"ENSMUSG00000058252",135654698,"X",134745000,136400000
"ENSMUSG00000109452",83874362,"7",83045000,84225000
"ENSMUSG00000080719",119892920,"6",119450000,120392500
"ENSMUSG00000070462",83879873,"7",83045000,84225000
"ENSMUSG00000097831",119896159,"6",119450000,120392500
"ENSMUSG00000037579",99224861,"15",98525000,99937500
"ENSMUSG00000054662",141101212,"7",140900000,142205000
"ENSMUSG00000109644",45567794,"7",44450000,45800000
"ENSMUSG00000056234",32159865,"14",31787500,32317500
"ENSMUSG00000114301",119655462,"13",119175000,120275000
"ENSMUSG00000105787",137928275,"5",137687500,138202500
"ENSMUSG00000099872",119680040,"13",119175000,120275000
"ENSMUSG00000028876",124880899,"4",124780000,125722500
"ENSMUSG00000036863",145987870,"3",145890000,146627500
"ENSMUSG00000025500",141209992,"7",140990000,142577500
"ENSMUSG00000024535",53245662,"18",52700000,53825000
"ENSMUSG00000053581",139471211,"5",139275000,139780000
"ENSMUSG00000033031",48994185,"16",47975000,49040000
"ENSMUSG00000105143",54651968,"5",54150000,57157500
"ENSMUSG00000106126",54807334,"5",54150000,57180000
"ENSMUSG00000086167",115053469,"5",114387500,115595000
"ENSMUSG00000029550",115011137,"5",114375000,115570000
"ENSMUSG00000106113",54996620,"5",54525000,57150000
"ENSMUSG00000108335",91594758,"6",91467500,92100000
"ENSMUSG00000027330",131186949,"2",130827500,131450000
"ENSMUSG00000112015",90813083,"10",90710000,91262500
"ENSMUSG00000105702",55503529,"5",54550000,56575000
"ENSMUSG00000112153",90728960,"10",90695000,91245000
"ENSMUSG00000108308",91599232,"6",91467500,92100000
"ENSMUSG00000085263",124890888,"4",124780000,125722500
"ENSMUSG00000104266",170175180,"1",169722500,171410000
"ENSMUSG00000112140",90132984,"10",89500000,90690000
"ENSMUSG00000074093",51997171,"7",51600000,52210000
"ENSMUSG00000041333",59956804,"4",59047500,60205000
"ENSMUSG00000103908",170175382,"1",169722500,171410000
"ENSMUSG00000112507",90750872,"10",90700000,91277500
"ENSMUSG00000105384",55583645,"5",54575000,56575000
"ENSMUSG00000035325",100361649,"5",100020000,100530000
"ENSMUSG00000059456",66153257,"14",65637500,66437500
"ENSMUSG00000058589",89873509,"10",89500000,90165000
"ENSMUSG00000012519",111311797,"8",110120000,112025000
"ENSMUSG00000063698",60837277,"19",59450000,61325000
"ENSMUSG00000037570",99242817,"15",98550000,99925000
"ENSMUSG00000032602",108662088,"9",108090000,108950000
"ENSMUSG00000102618",158548864,"1",157535000,158655000
"ENSMUSG00000076615",113356224,"12",113195000,114150000
"ENSMUSG00000053552",130295169,"2",130097500,130790000
"ENSMUSG00000118517",63410771,"2",63187500,64487500
"ENSMUSG00000107997",129540221,"6",128610000,130230000
"ENSMUSG00000097675",129531950,"6",128605000,130205000
"ENSMUSG00000102508",158534807,"1",157527500,158657500
"ENSMUSG00000100215",55335401,"1",55215000,55875000
"ENSMUSG00000103762",158375936,"1",157545000,158620000
"ENSMUSG00000049708",39128131,"9",37825000,39470000
"ENSMUSG00000103971",158485032,"1",157540000,158650000
"ENSMUSG00000118385",84202924,"18",83150000,84650000
"ENSMUSG00000030161",129533160,"6",128605000,130205000
"ENSMUSG00000075324",63971507,"2",63445000,64800000
"ENSMUSG00000048410",84128027,"18",83150000,84625000
"ENSMUSG00000090726",113369522,"12",113195000,114150000
"ENSMUSG00000104218",113381011,"12",113195000,114150000
"ENSMUSG00000118006",43882744,"18",43140000,44690000
"ENSMUSG00000079507",35320405,"17",34347500,35550000
"ENSMUSG00000104520",180202303,"1",179730000,180410000
"ENSMUSG00000105510",72554240,"5",72200000,72850000
"ENSMUSG00000090150",104063377,"9",103910000,104290000
"ENSMUSG00000031633",46206797,"8",46135000,46405000
"ENSMUSG00000115948",82449484,"15",82115000,83262500
"ENSMUSG00000020485",87737552,"11",87575000,88452500
"ENSMUSG00000030826",45570153,"7",44450000,45800000
"ENSMUSG00000037344",137314558,"5",136680000,137687500
"ENSMUSG00000068086",82433437,"15",82115000,83262500
"ENSMUSG00000108141",115451815,"6",114660000,115725000
"ENSMUSG00000056966",137953461,"5",137725000,138205000
"ENSMUSG00000082657",72692510,"X",71685000,72910000
"ENSMUSG00000000440",115360951,"6",114682500,115607500
"ENSMUSG00000102951",84372669,"18",83150000,84637500
"ENSMUSG00000107054",115039770,"5",114375000,115570000
"ENSMUSG00000106015",127578750,"5",1.26e+08,128675000
"ENSMUSG00000049843",86998398,"2",86435000,87980000
"ENSMUSG00000022587",74955051,"15",74675000,75530000
"ENSMUSG00000024538",53406332,"18",52720000,53812500
"ENSMUSG00000097878",104160006,"10",103200000,105260000
"ENSMUSG00000071054",56584825,"17",56092500,56900000
"ENSMUSG00000078192",142757236,"7",141872500,142937500
"ENSMUSG00000118485",46086475,"16",45690000,48255000
"ENSMUSG00000022657",46035657,"16",45655000,48222500
"ENSMUSG00000109940",102458245,"7",101837500,103215000
"ENSMUSG00000110736",39158924,"9",37825000,39470000
"ENSMUSG00000033931",126947172,"8",126450000,127370000
"ENSMUSG00000030978",102441695,"7",101500000,102970000
"ENSMUSG00000091655",35335909,"17",34347500,35550000
"ENSMUSG00000074978",46228994,"8",46140000,46410000
"ENSMUSG00000087226",106463823,"2",106280000,106970000
"ENSMUSG00000071102",46254677,"8",46145000,46480000
"ENSMUSG00000012211",113074502,"12",112735000,113230000
"ENSMUSG00000087225",106574791,"2",106300000,106960000
"ENSMUSG00000108751",91678198,"6",91475000,92100000
"ENSMUSG00000091345",105856078,"9",105422500,106137500
"ENSMUSG00000023169",96571418,"15",96450000,97150000
"ENSMUSG00000037053",137981520,"5",137725000,138205000
"ENSMUSG00000053194",30485583,"5",30110000,30990000
"ENSMUSG00000090079",132381129,"1",131925000,133020000
"ENSMUSG00000060726",135718667,"X",134745000,136400000
"ENSMUSG00000017548",79993106,"11",79750000,80275000
"ENSMUSG00000042066",132356315,"1",131905000,1.33e+08
"ENSMUSG00000037112",50892801,"9",50600000,51450000
"ENSMUSG00000029714",137518548,"5",137245000,137790000
"ENSMUSG00000063739",137993047,"5",137725000,138205000
"ENSMUSG00000097550",104168515,"10",103200000,105260000
"ENSMUSG00000100543",138017419,"5",137725000,138202500
"ENSMUSG00000048329",68556186,"11",67950000,68810000
"ENSMUSG00000105551",55584494,"5",54575000,56575000
"ENSMUSG00000085937",68583264,"11",67950000,68810000
"ENSMUSG00000084330",135726998,"X",134760000,136420000
"ENSMUSG00000075599",138021261,"5",137725000,138202500
"ENSMUSG00000110484",111318037,"8",110120000,112025000
"ENSMUSG00000106300",30529457,"5",30135000,30992500
"ENSMUSG00000091705",35342242,"17",34525000,35550000
"ENSMUSG00000111337",41164374,"9",40800000,41760000
"ENSMUSG00000110914",41109527,"9",40800000,41760000
"ENSMUSG00000103198",113396771,"12",113195000,114150000
"ENSMUSG00000110747",41159424,"9",40800000,41760000
"ENSMUSG00000102832",113397229,"12",113195000,114150000
"ENSMUSG00000032020",41011098,"9",40610000,41212500
"ENSMUSG00000027994",129914960,"3",129745000,130400000
"ENSMUSG00000032293",54863789,"9",54580000,55250000
"ENSMUSG00000104213",113406604,"12",113195000,114150000
"ENSMUSG00000078689",59964294,"4",59047500,60205000
"ENSMUSG00000051375",38185914,"18",37975000,38650000
"ENSMUSG00000079156",138021429,"5",137725000,138202500
"ENSMUSG00000111039",104101135,"9",103922500,104290000
"ENSMUSG00000112459",75579865,"12",75150000,76535000
"ENSMUSG00000111218",104104436,"9",103922500,104290000
"ENSMUSG00000112254",75505800,"12",75150000,76525000
"ENSMUSG00000104268",104053327,"9",103910000,104290000
"ENSMUSG00000021051",75450881,"12",74657500,76530000
"ENSMUSG00000101152",104040662,"9",103905000,104290000
"ENSMUSG00000084796",87755577,"11",87600000,88452500
"ENSMUSG00000032557",104046599,"9",103905000,104290000
"ENSMUSG00000108257",129552007,"6",128730000,130320000
"ENSMUSG00000109692",46279672,"8",46150000,46550000
"ENSMUSG00000110648",126981593,"8",126550000,127425000
"ENSMUSG00000083645",122427194,"2",122100000,122760000
"ENSMUSG00000081043",90538484,"11",90150000,90650000
"ENSMUSG00000004552",131638306,"1",130775000,132200000
"ENSMUSG00000083268",90516777,"11",90055000,90640000
"ENSMUSG00000094144",104177024,"10",103200000,105260000
"ENSMUSG00000027219",122426477,"2",122100000,122760000
"ENSMUSG00000085218",106642914,"2",106300000,106960000
"ENSMUSG00000020546",90476492,"11",90050000,90575000
"ENSMUSG00000107085",147439390,"5",147365000,148150000
"ENSMUSG00000116472",82443480,"15",82115000,83262500
"ENSMUSG00000083226",90915180,"16",90235000,91350000
"ENSMUSG00000034528",103955440,"5",103750000,104332500
"ENSMUSG00000063568",52768797,"6",52250000,52950000
"ENSMUSG00000116325",82433527,"15",82115000,83262500
"ENSMUSG00000004668",9191942,"11",9125000,10060000
"ENSMUSG00000090873",137532423,"5",137282500,137787500
"ENSMUSG00000029711",137483020,"5",137187500,137787500
"ENSMUSG00000081500",168774857,"X",167325000,169295000
"ENSMUSG00000097415",75769038,"7",75502500,76215000
"ENSMUSG00000009907",106764071,"1",105725000,106850000
"ENSMUSG00000019461",69846376,"11",69650000,70332500
"ENSMUSG00000116836",90925532,"16",90235000,91350000
"ENSMUSG00000022972",90925809,"16",90235000,91350000
"ENSMUSG00000089983",38209772,"18",37975000,38650000
"ENSMUSG00000028710",115784812,"4",115732500,116142500
"ENSMUSG00000083147",87009938,"2",86435000,87980000
"ENSMUSG00000029273",87554645,"5",86975000,88410000
"ENSMUSG00000031662",88626563,"8",88190000,89130000
"ENSMUSG00000073781",142815252,"7",142075000,142950000
"ENSMUSG00000108952",142837271,"7",142135000,142955000
"ENSMUSG00000042272",77180340,"2",76730000,77770000
"ENSMUSG00000081872",52843109,"6",52240000,52950000
"ENSMUSG00000075166",87020703,"2",86435000,87980000
"ENSMUSG00000080759",53045884,"6",52975000,53745000
"ENSMUSG00000002625",32321424,"17",31660000,32500000
"ENSMUSG00000104040",104262105,"9",104015000,104852500
"ENSMUSG00000083902",55624190,"5",54562500,56862500
"ENSMUSG00000038208",98388677,"11",98100000,98680000
"ENSMUSG00000075165",87031260,"2",86435000,87980000
"ENSMUSG00000105186",55652949,"5",54562500,56862500
"ENSMUSG00000032560",104151282,"9",103930000,104290000
"ENSMUSG00000106335",55722617,"5",54542500,57157500
"ENSMUSG00000106056",139523749,"5",139275000,139780000
"ENSMUSG00000106237",137510253,"5",137245000,137790000
"ENSMUSG00000085442",37943327,"15",37340000,38180000
"ENSMUSG00000105851",137502673,"5",137187500,137787500
"ENSMUSG00000022292",37923952,"15",37335000,38180000
"ENSMUSG00000075164",87046811,"2",86435000,87980000
"ENSMUSG00000029713",137528127,"5",137245000,137790000
"ENSMUSG00000044701",126589010,"7",126160000,126775000
"ENSMUSG00000087003",69294151,"11",68925000,69630000
"ENSMUSG00000116241",99254525,"15",98550000,99925000
"ENSMUSG00000097116",75784032,"7",75507500,76665000
"ENSMUSG00000079355",104084157,"9",103915000,104290000
"ENSMUSG00000100599",99249511,"15",98550000,99925000
"ENSMUSG00000085450",83700657,"2",83465000,84355000
"ENSMUSG00000022548",31296192,"16",30550000,31420000
"ENSMUSG00000027332",118861954,"2",118400000,119050000
"ENSMUSG00000054160",147083316,"2",146425000,147175000
"ENSMUSG00000048796",108195687,"3",107600000,108707500
"ENSMUSG00000112584",97663447,"12",97050000,98275000
"ENSMUSG00000100042",119874781,"1",119100000,120120000
"ENSMUSG00000030166",119902698,"6",119450000,120395000
"ENSMUSG00000082158",147146408,"2",146520000,147325000
"ENSMUSG00000112004",97677055,"12",97050000,98275000
"ENSMUSG00000112524",97735441,"12",97050000,98275000
"ENSMUSG00000032558",104002544,"9",103385000,104175000
"ENSMUSG00000030720",126571207,"7",126160000,126775000
"ENSMUSG00000100636",119897461,"1",119100000,120120000
"ENSMUSG00000116607",90934967,"16",90235000,91350000
"ENSMUSG00000044217",99590782,"15",98675000,99925000
"ENSMUSG00000112661",97844383,"12",97075000,98275000
"ENSMUSG00000101224",119903130,"1",119165000,120122500
"ENSMUSG00000020262",77290726,"10",76590000,77510000
"ENSMUSG00000031376",73503086,"X",72925000,74395000
"ENSMUSG00000095022",104185533,"10",103200000,105257500
"ENSMUSG00000111885",97869779,"12",97075000,98275000
"ENSMUSG00000001583",69851005,"11",69690000,70625000
"ENSMUSG00000072966",135839034,"X",135540000,136465000
"ENSMUSG00000027434",147177546,"2",146545000,147437500
"ENSMUSG00000110492",127040348,"8",126920000,127450000
"ENSMUSG00000106495",109572732,"9",108955000,109817500
"ENSMUSG00000092253",35358989,"17",34762500,35575000
"ENSMUSG00000076617",113418558,"12",113195000,114150000
"ENSMUSG00000112812",98076355,"12",97075000,98300000
"ENSMUSG00000103650",86933368,"3",86220000,87575000
"ENSMUSG00000075163",87068671,"2",86440000,88120000
"ENSMUSG00000112086",98099357,"12",97075000,98300000
"ENSMUSG00000041750",86986551,"3",86510000,87665000
"ENSMUSG00000035929",35379617,"17",35002500,35775000
"ENSMUSG00000036975",119907890,"1",119165000,120122500
"ENSMUSG00000029546",139543494,"5",139275000,139777500
"ENSMUSG00000084087",77255991,"2",76755000,77772500
"ENSMUSG00000023341",97535308,"16",96325000,98305000
"ENSMUSG00000081971",147280603,"2",147115000,147570000
"ENSMUSG00000086509",147184083,"2",146550000,147525000
"ENSMUSG00000034617",68560780,"13",68055000,69470000
"ENSMUSG00000045915",68587021,"11",67950000,68810000
"ENSMUSG00000027329",131170261,"2",130827500,131450000
"ENSMUSG00000084371",147289755,"2",147115000,147570000
"ENSMUSG00000086596",114057140,"9",113687500,114475000
"ENSMUSG00000084774",147323562,"2",147125000,147595000
"ENSMUSG00000091455",107760531,"10",107195000,108010000
"ENSMUSG00000115249",37960471,"15",37890000,38312500
"ENSMUSG00000053545",147187424,"2",146550000,147525000
"ENSMUSG00000110886",87083265,"2",86440000,88120000
"ENSMUSG00000026837",27886425,"2",27400000,28440000
"ENSMUSG00000108172",103964260,"6",103750000,105437500
"ENSMUSG00000035011",81135220,"10",80740000,81845000
"ENSMUSG00000110875",39189003,"9",37825000,39470000
"ENSMUSG00000111844",121629891,"9",121350000,121910000
"ENSMUSG00000075161",87091195,"2",86440000,88120000
"ENSMUSG00000094970",39166304,"9",37825000,39470000
"ENSMUSG00000084995",121586997,"9",121200000,121725000
"ENSMUSG00000004044",100956733,"11",100350000,101450000
"ENSMUSG00000025076",56397129,"19",56325000,56810000
"ENSMUSG00000114102",108737141,"12",108125000,109320000
"ENSMUSG00000070374",74283736,"11",73125000,74400000
"ENSMUSG00000033063",64736182,"13",64320000,65395000
"ENSMUSG00000043286",28858411,"17",28520000,29150000
"ENSMUSG00000104637",139701647,"5",139262500,139800000
"ENSMUSG00000079505",35377021,"17",35002500,35775000
"ENSMUSG00000028357",63165630,"4",63005000,64150000
"ENSMUSG00000116973",31325235,"16",30550000,31422500
"ENSMUSG00000090854",104194042,"10",103200000,105270000
"ENSMUSG00000049760",56607452,"17",56050000,56900000
"ENSMUSG00000023032",100761747,"15",100585000,101130000
"ENSMUSG00000000214",142892752,"7",142217500,143495000
"ENSMUSG00000082378",74298133,"11",73125000,74400000
"ENSMUSG00000112044",104874212,"10",103200000,105300000
"ENSMUSG00000032530",121577843,"9",121200000,121725000
"ENSMUSG00000103775",105142236,"10",103200000,105650000
"ENSMUSG00000047171",46292039,"8",46150000,46550000
"ENSMUSG00000083886",74317027,"11",73125000,74400000
"ENSMUSG00000028753",138565360,"4",138310000,138950000
"ENSMUSG00000083299",74322546,"11",73125000,74400000
"ENSMUSG00000055413",35394126,"17",3.5e+07,35970000
"ENSMUSG00000063116",74330281,"11",73132500,74432500
"ENSMUSG00000072082",24222198,"17",23897500,24572500
"ENSMUSG00000087615",28852055,"17",28520000,29150000
"ENSMUSG00000038762",35956819,"17",35450000,36147500
"ENSMUSG00000107074",104300126,"6",103750000,105500000
"ENSMUSG00000114179",64913972,"13",64335000,65412500
"ENSMUSG00000054406",74345129,"11",73132500,74450000
"ENSMUSG00000037034",147361925,"2",147195000,147680000
"ENSMUSG00000118582",114116623,"9",113665000,114500000
"ENSMUSG00000092072",106034664,"3",105925000,1.07e+08
"ENSMUSG00000105277",106042964,"3",105925000,1.07e+08
"ENSMUSG00000092560",35400799,"17",34337500,36060000
"ENSMUSG00000053318",172581758,"1",172225000,172825000
"ENSMUSG00000056223",64917406,"13",64335000,65412500
"ENSMUSG00000112943",87480108,"12",87225000,88167500
"ENSMUSG00000020783",73047783,"11",72600000,74190000
"ENSMUSG00000031881",104601911,"8",104075000,105300000
"ENSMUSG00000104795",96724526,"3",96542500,97445000
"ENSMUSG00000073409",35424850,"17",35005000,36095000
"ENSMUSG00000113372",87485143,"12",87225000,88167500
"ENSMUSG00000028099",96711490,"3",96535000,97437500
"ENSMUSG00000058275",74362069,"11",73132500,74475000
"ENSMUSG00000083204",94590821,"2",94357500,96252500
"ENSMUSG00000049265",30588170,"5",30150000,30990000
"ENSMUSG00000087069",94729014,"2",94430000,96225000
"ENSMUSG00000113805",87494721,"12",87250000,88060000
"ENSMUSG00000105051",106091034,"3",105925000,1.07e+08
"ENSMUSG00000084906",95394242,"2",94402500,96300000
"ENSMUSG00000113323",87496093,"12",87250000,88060000
"ENSMUSG00000113263",64927942,"13",64335000,65412500
"ENSMUSG00000087521",147357454,"2",147190000,147620000
"ENSMUSG00000028773",130308595,"4",129640000,130750000
